data/BP_videos/8.MOV
Frame number,Hips height,Hips velocity loss,Left ankle height,Right ankle height,Shoulders tilt,Shoulders velocity loss,Step angle,Step duration,Takeoff angle,Torso tilt
-166,,118.56,,,,50.26,1.95,0.17,18.01,
-165,,,,,,,4.77,0.10,,
-164,,,,,,,-5.05,0.03,,
-163,,,,,,,-7.21,0.13,,
-162,,,,,,,4.74,0.03,,
-161,,,,,,,-24.70,0.03,,
-160,,,,,,,-21.78,0.03,,
-159,,,,,,,-15.30,0.20,,
-158,,,,,,,38.87,0.03,,
-157,,,,,,,-2.98,0.17,,
-156,,,,,,,-17.73,0.07,,
-155,,,,,,,14.43,0.13,,
-154,,,,,,,-0.39,0.28,,
-153,,,,,,,19.79,0.03,,
-152,,,,,,,4.54,0.07,,
-151,,,,,,,-0.48,0.12,,
-150,,,,,,,-14.56,0.05,,
-149,,,,,,,17.79,0.20,,
-148,,,,,,,-5.05,0.03,,
-147,,,,,,,14.55,0.10,,
-146,,,,,,,,,,
-145,,,,,,,,,,
-144,,,,,,,,,,
-143,,,,,,,,,,
-142,,,,,,,,,,
-141,,,,,,,,,,
-140,,,,,,,,,,
-139,,,,,,,,,,
-138,,,,,,,,,,
-137,,,,,,,,,,
-136,,,,,,,,,,
-135,,,,,,,,,,
-134,,,,,,,,,,
-133,,,,,,,,,,
-132,,,,,,,,,,
-131,,,,,,,,,,
-130,,,,,,,,,,
-129,,,,,,,,,,
-128,,,,,,,,,,
-127,,,,,,,,,,
-126,62.45,,-16.44,23.01,-0.00,,,,,-0.00
-125,60.96,,30.24,38.91,1.67,,,,,1.67
-124,51.61,,-20.71,20.08,3.03,,,,,3.03
-123,56.88,,-21.74,18.51,2.68,,,,,-6.98
-122,52.63,,-23.97,10.22,3.80,,,,,3.80
-121,55.75,,-25.10,8.68,2.15,,,,,2.15
-120,60.79,,-19.69,7.78,-1.00,,,,,-5.27
-119,60.60,,-11.67,6.54,2.15,,,,,-2.61
-118,56.14,,-7.06,2.04,-3.37,,,,,-3.06
-117,53.06,,-3.94,-1.63,-2.25,,,,,-6.30
-116,58.94,,0.97,-9.47,-5.58,,,,,-4.25
-115,57.07,,7.81,-13.62,-2.93,,,,,-6.30
-114,60.26,,10.17,-17.15,-5.58,,,,,-4.25
-113,58.49,,18.14,-27.82,-7.72,,,,,-6.38
-112,56.55,,14.86,-29.31,-5.53,,,,,-4.19
-111,55.50,,12.34,-40.20,-6.29,,,,,-4.39
-110,52.15,,17.71,-36.20,-3.18,,,,,-1.84
-109,51.93,,-34.41,-34.41,-3.72,,,,,-7.07
-108,47.53,,15.57,-31.52,-9.35,,,,,-7.88
-107,49.40,,9.60,-30.54,-7.07,,,,,-5.60
-106,50.76,,3.91,-28.32,-1.34,,,,,-0.83
-105,52.57,,-1.94,-33.00,-4.23,,,,,-3.72
-104,54.39,,0.02,-25.78,-6.00,,,,,-1.34
-103,48.59,,-5.82,-26.57,-6.86,,,,,-1.98
-102,53.00,,-5.89,-21.69,-8.67,,,,,-3.73
-101,51.73,,-18.94,-22.17,2.65,,,,,-0.83
-100,50.07,,-22.00,-13.86,-0.11,,,,,3.37
-99,48.22,,-22.06,-1.38,-4.88,,,,,-0.90
-98,55.10,,-30.24,4.85,0.13,,,,,-3.50
-97,50.36,,-32.96,8.57,-2.51,,,,,-5.00
-96,49.56,,-39.82,2.89,-1.78,,,,,-4.88
-95,51.09,,-50.75,-42.79,-2.94,,,,,-2.32
-94,48.29,,-49.13,-49.13,0.41,,,,,-3.10
-93,49.47,,-52.01,-5.18,0.48,,,,,0.48
-92,44.04,,-49.98,5.15,-3.48,,,,,-2.45
-91,44.01,,-51.42,13.30,0.79,,,,,-2.22
-90,38.02,,-50.40,-0.84,5.38,,,,,5.38
-89,37.64,,-54.01,-14.52,3.20,,,,,-0.61
-88,39.71,,-47.33,-15.17,4.43,,,,,4.19
-87,39.32,,-44.62,-18.59,1.77,,,,,-1.59
-86,39.69,,-35.39,-27.74,1.49,,,,,1.49
-85,37.64,,-33.94,-31.24,1.51,,,,,-1.69
-84,41.78,,-25.31,-31.79,1.55,,,,,-2.00
-83,41.30,,-25.32,-41.12,0.52,,,,,0.76
-82,41.73,,-15.80,-50.42,2.79,,,,,-0.85
