data/BP_videos/6.MOV
Frame number,Hips height,Hips velocity loss,Left ankle height,Right ankle height,Shoulders tilt,Shoulders velocity loss,Step angle,Step duration,Takeoff angle,Torso tilt
-197,,161.76,,,,,20.10,0.10,-68.24,
-196,,,,,,,14.83,0.12,,
-195,,,,,,,1.33,0.03,,
-194,,,,,,,13.81,0.05,,
-193,,,,,,,3.54,0.23,,
-192,,,,,,,28.74,0.07,,
-191,,,,,,,25.13,0.23,,
-190,,,,,,,5.12,0.05,,
-189,,,,,,,-9.93,0.03,,
-188,,,,,,,,,,
-187,,,,,,,,,,
-186,,,,,,,,,,
-185,,,,,,,,,,
-184,,,,,,,,,,
-183,,,,,,,,,,
-182,,,,,,,,,,
-181,,,,,,,,,,
-180,,,,,,,,,,
-179,,,,,,,,,,
-178,,,,,,,,,,
-177,,,,,,,,,,
-176,,,,,,,,,,
-175,,,,,,,,,,
-174,,,,,,,,,,
-173,,,,,,,,,,
-172,,,,,,,,,,
-171,,,,,,,,,,
-170,,,,,,,,,,
-169,,,,,,,,,,
-168,,,,,,,,,,
-167,,,,,,,,,,
-166,,,,,,,,,,
-165,,,,,,,,,,
-164,,,,,,,,,,
-163,,,,,,,,,,
-162,,,,,,,,,,
-161,,,,,,,,,,
-160,,,,,,,,,,
-159,,,,,,,,,,
-158,,,,,,,,,,
-157,,,,,,,,,,
-156,,,,,,,,,,
-155,,,,,,,,,,
-154,,,,,,,,,,
-153,,,,,,,,,,
-152,,,,,,,,,,
-151,,,,,,,,,,
-150,,,,,,,,,,
-149,,,,,,,,,,
-148,,,,,,,,,,
-147,,,,,,,,,,
-146,,,,,,,,,,
-145,,,,,,,,,,
-144,,,,,,,,,,
-143,,,,,,,,,,
-142,,,,,,,,,,
-141,,,,,,,,,,
-140,,,,,,,,,,
-139,,,,,,,,,,
-138,,,,,,,,,,
-137,,,,,,,,,,
-136,,,,,,,,,,
-135,,,,,,,,,,
-134,,,,,,,,,,
-133,,,,,,,,,,
-132,,,,,,,,,,
-131,,,,,,,,,,
-130,,,,,,,,,,
-129,,,,,,,,,,
-128,,,,,,,,,,
-127,,,,,,,,,,
-126,,,,,,,,,,
-125,,,,,,,,,,
-124,,,,,,,,,,
-123,,,,,,,,,,
-122,,,,,,,,,,
-121,,,,,,,,,,
-120,,,,,,,,,,
-119,,,,,,,,,,
-118,,,,,,,,,,
-117,,,,,,,,,,
-116,,,,,,,,,,
-115,,,,,,,,,,
-114,,,,,,,,,,
-113,,,,,,,,,,
-112,,,,,,,,,,
-111,,,,,,,,,,
-110,,,,,,,,,,
-109,,,,,,,,,,
-108,,,,,,,,,,
-107,,,,,,,,,,
-106,,,,,,,,,,
-105,,,,,,,,,,
-104,,,,,,,,,,
-103,,,,,,,,,,
-102,,,,,,,,,,
-101,,,,,,,,,,
-100,,,,,,,,,,
-99,,,,,,,,,,
-98,,,,,,,,,,
-97,,,,,,,,,,
-96,,,,,,,,,,
-95,,,,,,,,,,
-94,,,,,,,,,,
-93,,,,,,,,,,
-92,,,,,,,,,,
-91,,,,,,,,,,
-90,,,,,,,,,,
-89,,,,,,,,,,
-88,,,,,,,,,,
-87,,,,,,,,,,
-86,,,,,,,,,,
-85,,,,,,,,,,
-84,,,,,,,,,,
-83,,,,,,,,,,
-82,,,,,,,,,,
-81,,,,,,,,,,
-80,,,,,,,,,,
-79,,,,,,,,,,
-78,,,,,,,,,,
-77,,,,,,,,,,
-76,,,,,,,,,,
-75,,,,,,,,,,
-74,,,,,,,,,,
-73,,,,,,,,,,
-72,,,,,,,,,,
-71,,,,,,,,,,
-70,,,,,,,,,,
-69,,,,,,,,,,
-68,,,,,,,,,,
-67,,,,,,,,,,
-66,,,,,,,,,,
-65,,,,,,,,,,
-64,,,,,,,,,,
-63,,,,,,,,,,
-62,,,,,,,,,,
-61,,,,,,,,,,
-60,,,,,,,,,,
-59,,,,,,,,,,
-58,,,,,,,,,,
-57,116.43,,-7.59,-0.18,-29.87,,,,,-39.19
